"id","District","Market","custname","city","ContractDate","grossamount","job_id","contractid","ProductID","ProductID2","ProductID3","ProductID4","Status","Subsourcedescr","TotalDue","Phone","Email","MostRecentNoteHOA","FinanceSource1","FinanceSource2","FinanceSource3","fullname","SDate","EDate","xjbs_id","CurrentDateTime","UseColor"
"198359","LAKE","LAKE","Surname0013, Given0013","City0011","03/02/26","11136","56892","34709","Win","","","","Credit Decline","Lead Gurus","0.0000","(555)555-0013","","03/03/2026 - Xxxxxx, Xxxxxxx - Xxxxxxxxx'x Xxxxxxxxxxx XXX Xxxxxxxx
XXX Xxxx XXX Xxxxxxxx Xxxxxxxxxx
Xxxxxxx Xxxxxx Xxxxxx
XXX Xxxxxxx 2108 Xxxx Xxxxxxxx XX
XXX Xxxxx 863-686-3700
XXX Xxxxx Xxxxxx@XXXxxxxxxxxxxxxxxxxxx.xxx","Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"406747","FTLAU","FTLAU","Surname0014, Given0014","City0012","03/02/26","19383","56893","34694","Win","","","","Credit Decline","Prolific Marketing","0.0000","(555)555-0014","person0014@example.com","","Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"406781","BOCA","BOCA","Surname0015, Given0015","City0013","03/02/26","18406","56894","34695","Win","","","","Cancelled","Lead Gurus","0.0000","(555)555-0015","person0015@example.com","","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407074","FTMYR","FTMYR","Surname0016, Given0016","City0014","03/02/26","34444","56899","34713","Win","","","","Paid In Full","Canvass","0.0000","(555)555-0016","person0016@example.com","","Arlington","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"403633","STPET","STPET","Surname0017, Given0017","City0015","03/02/26","13905","56925","34996","Win","","","","Paid In Full","Magazine","0.0000","(555)555-0017","person0017@example.com","","Credit Card","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"406350","LAKE","LAKE","Surname0018, Given0018","City0011","03/03/26","23235","56895","34737","Win","","","","Paid In Full","Canvass","0.0000","(555)555-0018","person0018@example.com","","Credit Card","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407174","ORL","ORL","Surname0019, Given0019","City0003","03/03/26","12278","56896","34740","Win","","","","Awaiting Product","Canvass","12277","(555)555-0019","person0019@example.com","07/15/2026 - Xxxxx, Xxxxxxxx - XXX xxxxxxxx","WaterCress","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"97510","FTMYR","FTMYR","Surname0020, Given0020","City0000","03/03/26","91558","56897","34715","Win","","","","Paid In Full","Lead Gurus","0.0000","(555)555-0020","person0020@example.com","","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407118","FTMYR","FTMYR","Surname0021, Given0021","City0016","03/03/26","12000","56898","34718","Win","","","","Paid In Full","Canvass","0.0000","(555)555-0021","person0021@example.com","","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"405846","ORL","ORL","Surname0022, Given0022","City0017","03/03/26","8801","56900","34742","Win","","","","Cancelled","Peacock TV","0.0000","(555)555-0022","person0022@example.com","","Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407204","ORL","ORL","Surname0023, Given0023","City0003","03/03/26","24300","56901","34738","Win","","","","Cancelled","Canvass","0.0000","(555)555-0023","","","Pure Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"390511","FTMYR","FTMYR","Surname0024, Given0024","City0000","03/03/26","22243","56902","34714","Win","","","","Paid In Full","Previous Customer","0.0000","(555)555-0024","person0024@example.com","","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407433","SAR","SAR","Surname0025, Given0025","City0018","03/03/26","5912","56903","34761","Win","","","","Paid In Full","5 Star","0.0000","(555)555-0025","person0025@example.com","","Credit Card","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407408","FTMYR","FTMYR","Surname0026, Given0026","City0019","03/03/26","5102","56905","34729","Door","","","","Paid In Full","Lead Gurus","0.0000","(555)555-0026","person0026@example.com","","Credit Card","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"351142","BOCA","BOCA","Surname0027, Given0027","City0020","03/03/26","11348","56906","34730","Door","","","","Paid In Full","Lead Gurus","0.0000","(555)555-0027","person0027@example.com","","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"69701","SAR","SAR","Surname0028, Given0028","City0021","03/03/26","24827","56907","34762","Win","","","","Paid In Full","MyHomePros","0.0000","(555)555-0028","person0028@example.com","","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"397847","JAX","JAX","Surname0029, Given0029","City0022","03/03/26","9952","56908","34747","Win","","","","Paid In Full","Lead Gurus","0.0000","(555)555-0029","person0029@example.com","","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"309352","FTMYR","FTMYR","Surname0030, Given0030","City0000","03/03/26","13000","56909","34732","Win","","","","Credit Decline","Canvass","0.0000","(555)555-0030","person0030@example.com","","Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407448","STPET","STPET","Surname0031, Given0031","City0007","03/03/26","21500","56910","34763","Win","","","","Cancelled","Google PPC Windows","0.0000","(555)555-0031","","","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"404526","LAKE","LAKE","Surname0032, Given0032","City0011","03/03/26","23457","56911","34735","Win","","","","Paid In Full","Lead Gurus","0.0000","(555)555-0032","person0032@example.com","","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"405398","STPET","STPET","Surname0033, Given0033","City0023","03/03/26","12851","56912","34764","Win","","","","Paid In Full","Simpletext","0.0000","(555)555-0033","person0033@example.com","","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"406903","JAX","JAX","Surname0034, Given0034","City0022","03/03/26","16921","56913","34746","Win","","","","Cancelled By Mgt","Contractor Appointment-West","0.0000","(555)555-0034","person0034@example.com","","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407207","ORL","ORL","Surname0035, Given0035","City0003","03/03/26","17547","56914","34739","Win","","","","Cancelled","Canvass","0.0000","(555)555-0035","person0035@example.com","","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407431","SAR","SAR","Surname0036, Given0036","City0024","03/03/26","21950","56915","34765","Win","","","","Paid In Full","Lead Gurus","0.0000","(555)555-0036","person0036@example.com","","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"321177","FTMYR","FTMYR","Surname0037, Given0037","City0000","03/04/26","32711","56917","34741","Win","","","","Paid In Full","TheHomeMag","0.0000","(555)555-0037","person0037@example.com","","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"403410","JAX","JAX","Surname0038, Given0038","City0025","03/04/26","6651","56918","34748","Win","","","","Paid In Full","MVP Marketing","0.0000","(555)555-0038","person0038@example.com","","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407653","FTMYR","FTMYR","Surname0039, Given0039","City0016","03/04/26","10000","56919","34744","Win","","","","Paid In Full","Canvass","0.0000","(555)555-0039","person0039@example.com","","WaterCress","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407609","FTMYR","FTMYR","Surname0040, Given0040","City0026","03/04/26","26696","56920","34745","Win","","","","Paid In Full","Lead Gurus","0.0000","(555)555-0040","person0040@example.com","03/18/2026 - Xxxxx, Xxxxxxx - XXX xxx'x xxxxxx xxx xxxxxxx xx xx XX, xx xxxx xxxxxxxx xxxx xxx xxxxxxxx xxxxx & XXX xxxxxxxx xxx xxxxxxxx xxxxxxx","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"331060","SAR","SAR","Surname0041, Given0041","City0027","03/04/26","4080","56921","34769","Win","","","","Paid In Full","Previous Customer","0.0000","(555)555-0041","person0041@example.com","","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"406383","FTMYR","FTMYR","Surname0042, Given0042","City0026","03/04/26","11241","56922","34754","Win","","","","Cancelled","Lead Gurus","-1","(555)555-0042","person0042@example.com","","WaterCress","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407462","FTMYR","FTMYR","Surname0043, Given0043","City0016","03/04/26","26195","56923","34753","Win","","","","Paid In Full","Canvass","0.0000","(555)555-0043","person0043@example.com","","WaterCress","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407672","ORL","ORL","Surname0044, Given0044","City0028","03/04/26","10413","56924","34751","Win","","","","Paid In Full","Lead Gurus","0.0000","(555)555-0044","person0044@example.com","","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"406225","STPET","STPET","Surname0045, Given0045","City0029","03/04/26","13020","56926","34770","Win","","","","Paid In Full","5 Star","0.0000","(555)555-0045","person0045@example.com","","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407377","FTLAU","FTLAU","Surname0046, Given0046","City0030","03/04/26","10500","56927","34749","Door","","","","Paid In Full","Customer Referral","0.0000","(555)555-0046","person0046@example.com","04/10/2026 - Xxxxx, Xxxxx - XXX xxxxxxxx xxxxx xxxxxxxx/xxxxxxxx","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407532","STPET","STPET","Surname0047, Given0047","City0002","03/04/26","109981","56928","34771","Win","","","","Installed & Unpaid","Canvass","54991","(555)555-0047","person0047@example.com","","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407647","ORL","ORL","Surname0048, Given0048","City0003","03/04/26","16800","56929","34755","Win","","","","Cancelled","MyHomePros","0.0000","(555)555-0048","person0048@example.com","03/05/2026 - Xxxxxx, Xxxxxxx - Xxxxxxxxx'x Xxxxxxxxxxx XXX Xxxxxxxx
XXX Xxxx Xxxxxxxx Xxxxxx XXX X/X Xxxxxx Xxxxxxxxx Xxxxxxxxxx
Xxxxxxx Xxxxxx Xxxxx
XXX Xxxxxxx 7380 X Xxxx Xxxx Xxxx Xxxxxxx, Xx 32819
XXX Xxxxx 407-494-1099
XXX Xxxxx Xxxxxxxx@xxxxxxxxxxxxxxxxxx.xxx","Credit Card","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"272139","MIAMI","MIAMI","Surname0049, Given0049","City0031","03/04/26","10900","56930","34750","Win","","","","Paid In Full","Previous Customer","0.0000","(555)555-0049","person0049@example.com","04/10/2026 - Xxxxx, Xxxxx - XXX xxxxxxxx xxxxxxxx/xxxxxxxx

Xxxxxx xx Xxxxxx","WaterCress","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407354","STPET","STPET","Surname0050, Given0050","City0032","03/04/26","10000","56931","34774","Win","","","","Paid In Full","Google Service Ads","0.0000","(555)555-0050","person0050@example.com","03/17/2026 - Xxxxxx, Xxxxxxx - XXX xxxxxxxx xxxxxxxx xxx xxxxxxxx xx XX
***XX XXXX XXX-Xxxxxxx xxx 03/12/26***","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407643","STPET","STPET","Surname0051, Given0051","City0033","03/04/26","17641","56932","34773","Win","","","","Paid In Full","Canvass","0.0000","(555)555-0051","person0051@example.com","","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"403226","SAR","SAR","Surname0052, Given0052","City0034","03/04/26","26308","56933","34775","Win","","","","PIF Survey Ready","Modernize","0.0000","(555)555-0052","person0052@example.com","","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407896","SAR","SAR","Surname0053, Given0053","City0035","03/04/26","21000","56934","34776","Win","","","","Paid In Full","Trucks","0.0000","(555)555-0053","person0053@example.com","","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"366371","ORL","ORL","Surname0054, Given0054","City0003","03/04/26","26871","56935","34756","Win","","","","Credit Decline","Lead Gurus","0.0000","(555)555-0054","person0054@example.com","","Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407531","SAR","SAR","Surname0055, Given0055","City0027","03/04/26","25831","56937","34777","Win","","","","Credit Decline","Canvass","0.0000","(555)555-0055","person0055@example.com","","Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"314940","SAR","SAR","Surname0056, Given0056","City0036","03/04/26","14500","57027","34879","Win","","","","Paid In Full","Canvass","0.0000","(555)555-0056","person0056@example.com","04/22/2026 - Xxxxxx, Xxxxxxx - XXX Xxxxxxxx xxxxxxxx xxx xxxxxxxx xx XX.","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"404665","SAR","SAR","Surname0057, Given0057","City0021","03/05/26","24520","56940","34779","Win","","","","Paid In Full","Lead Gurus","0.0000","(555)555-0057","person0057@example.com","","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407949","STPET","STPET","Surname0058, Given0058","City0037","03/05/26","23151","56941","34780","Win","","","","Paid In Full","Lead Gurus","0.0000","(555)555-0058","person0058@example.com","03/24/2026 - Xxxxxx, Xxxxxxx - XXX Xxxxxxxx xxxxxxxx xxx xxxxxxxx xx XX","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407834","STPET","STPET","Surname0059, Given0059","City0038","03/05/26","11845","56942","34781","Win","","","","Paid In Full","Canvass Sticky","0.0000","(555)555-0059","person0059@example.com","04/21/2026 - Xxxxxx, Xxxxxxx - XXX Xxxxxxxx xxxxxxxx xxx xxxxxxxx xx XX","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407706","SAR","SAR","Surname0060, Given0060","City0027","03/05/26","33666","56943","34817","Win","","","","Paid In Full","Lead Gurus","0.0000","(555)555-0060","person0060@example.com","","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"404569","","JAX","Surname0061, Given0061","City0039","03/05/26","96887","56944","34784","Win","","","","Paid In Full","Lead Gurus","-0.5","(555)555-0061","person0061@example.com","","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"408035","FTMYR","FTMYR","Surname0062, Given0062","City0040","03/05/26","12000","56945","34767","Win","","","","Product Received","Canvass","11999","(555)555-0062","person0062@example.com","05/12/2026 - Xxxxx, Xxxxxxx - Xxxxxx XX xxx xx xxxxxx, xx xxxxxx, xxxx XX & xxxx xxxxx","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"160521","FTMYR","FTMYR","Surname0063, Given0063","City0041","03/05/26","27757","56946","34768","Win","","","","Paid In Full","Canvass","0.0000","(555)555-0063","person0063@example.com","","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407509","ORL","ORL","Surname0064, Given0064","City0042","03/05/26","35884","56947","34815","Win","","","","Cancelled","MyHomePros","0.0000","(555)555-0064","person0064@example.com","","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"406120","STPET","STPET","Surname0065, Given0065","City0043","03/05/26","15105","56949","34818","Win","","","","Paid In Full","Canvass","0.0000","(555)555-0065","person0065@example.com","03/24/2026 - Xxxxxx, Xxxxxxx - XXX Xxxxxxxx xxxxxxxx xxx xxxxxxxx xx XX","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"408229","STPET","STPET","Surname0066, Given0066","City0043","03/05/26","8968","56950","34819","Win","","","","Paid In Full","Reecewindows.com","0.0000","(555)555-0066","person0066@example.com","03/12/2026 - Xxxxxx, Xxxxxxx - XXX Xxxxxxxx xxx xxxxxxxx xxx xxxxxxxx 
**XX XXXX XXX-Xxxxxxx 03/12/26**","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"408124","ORL","ORL","Surname0067, Given0067","City0003","03/05/26","7972","56951","34766","Win","","","","Cancelled","Lead Gurus","0.0000","(555)555-0067","person0067@example.com","03/06/2026 - Xxxxxx, Xxxxxxx - Xxxxxxxxx'x Xxxxxxxxxxx XXX Xxxxxxxx
XXX Xxxx XXX
Xxxxxxx Xxxxxx Xxxxxxx X
XXX Xxxxxxx Xxxxxxx
XXX Xxxxx 407-992-8808
XXX Xxxxx Xxxxxxx@xxxxxxxxxxxxxxxxxxxxxxxxx.xxx","WaterCress","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"408121","JAX","JAX","Surname0068, Given0068","City0022","03/05/26","25515","56952","34785","Win","","","","Paid In Full","Lead Gurus","0.0000","(555)555-0068","person0068@example.com","04/13/2026 - Xxxxxx, Xxxxxxx - XXX Xxxxxxxx xxxxxxxx xxx xxxxxxxx xx XX.
**XX XXXX XXX-Xxxxxxx xxx 03/13/26**","Medallion Bank","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"406301","STPET","STPET","Surname0069, Given0069","City0044","03/06/26","6903","56953","34820","Win","","","","Hold - Permit","Canvass","1903","(555)555-0069","person0069@example.com","07/24/2026 - Xxxxxx, Xxxxxxx - Xxxx 2xx xxxxx xx Xxxxxxxxxx xxxxxxx xxx xxxxxx xx xx Xxxxxxxxxxxxx Xxxx (xxxxx xxxx).","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"235451","STPET","STPET","Surname0070, Given0070","City0045","03/06/26","10000","56954","34854","Win","","","","Paid In Full","Prolific Marketing","0.0000","(555)555-0070","person0070@example.com","","Medallion Bank","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"186100","FTMYR","FTMYR","Surname0071, Given0071","City0016","03/06/26","45543","56955","34799","Door","","","","Paid In Full","Canvass","0.0000","(555)555-0071","person0071@example.com","","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"300094","FTMYR","FTMYR","Surname0072, Given0072","City0016","03/06/26","42500","56956","34782","Win","","","","Paid In Full","Canvass","0.0000","(555)555-0072","person0072@example.com","","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"369954","FTMYR","FTMYR","Surname0073, Given0073","City0016","03/06/26","15525","56957","34778","Win","","","","Paid In Full","Lead Gurus","0.0000","(555)555-0073","person0073@example.com","","Pure Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"406952","JAX","JAX","Surname0074, Given0074","City0022","03/06/26","15308","56958","34786","Win","","","","Credit Decline","Contractor Appointment-West","0.0000","(555)555-0074","person0074@example.com","","Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"407147","ORL","ORL","Surname0075, Given0075","City0028","03/06/26","21429","56959","34797","Win","","","","Installed & Unpaid","Lead Gurus","10714","(555)555-0075","person0075@example.com","","Credit Card","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"380452","ORL","ORL","Surname0076, Given0076","City0046","03/06/26","21944","56960","34802","Win","","","","Paid In Full","5 Star","0.0000","(555)555-0076","person0076@example.com","","WaterCress","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"229885","STPET","STPET","Surname0077, Given0077","City0043","03/06/26","12944","56961","34824","Door","","","","Paid In Full","MVP Marketing","0.0000","(555)555-0077","person0077@example.com","04/08/2026 - Xxxxxx, Xxxxxxx - XXX Xxxxxxxx xxxxxxxx xxx xxxxxxxx xx XX
**XX XXXX XXX-Xxxxxxx xxx 03/17/26**","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"314235","SAR","SAR","Surname0078, Given0078","City0021","03/06/26","17669","56962","34946","Win","","","","Paid In Full","Previous Customer","0.0000","(555)555-0078","person0078@example.com","","Cash","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"408004","SAR","SAR","Surname0079, Given0079","City0047","03/06/26","11672","56963","34828","Win","","","","Paid In Full","Resource Living","0.0000","(555)555-0079","person0079@example.com","04/10/2026 - Xxxxxx, Xxxxxxx - XXX Xxxxxxxx xxxxxxxx xxx xxxxxxxx xx XX","Credit Card","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"408507","SAR","SAR","Surname0080, Given0080","City0027","03/06/26","29500","56964","34836","Win","","","","Paid In Full","Lead Gurus","0.0000","(555)555-0080","person0080@example.com","03/30/2026 - Xxxxxx, Xxxxxxx - XXX Xxxxxxxx xxxxxxxx xxx xxxxxxxx xx XX","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"209298","FTMYR","FTMYR","Surname0081, Given0081","City0016","03/06/26","23284","56965","34798","Win","","","","Paid In Full","Previous Customer","0.0000","(555)555-0081","","","Medallion Bank","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"230437","STPET","STPET","Surname0082, Given0082","City0015","03/06/26","33900","56966","34840","Win","","","","Paid In Full","Canvass Sticky","0.0000","(555)555-0082","person0082@example.com","03/19/2026 - Xxxxxx, Xxxxxxx - XXX Xxxxxxxx xxxxxxxx xxx xxxxxxxx xx XX
**XX XXXX XXX-Xxxxxxx 03/19/26**","WaterCress","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"403317","ORL","ORL","Surname0083, Given0083","City0048","03/06/26","8739","56967","34806","Win","","","","Cancelled","MyHomePros","0.0000","(555)555-0083","person0083@example.com","","Service Finance","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
"406991","JAX","JAX","Surname0084, Given0084","City0022","03/06/26","27861","56968","34787","Win","","","","Paid In Full","Lead Gurus","0.0000","(555)555-0084","person0084@example.com","","WaterCress","","","Dana Whitfield","3/1/2026","3/31/2026","All","8/7/2026 3:00:10 PM","True"
