"Category","lastname","FirstName","id","Phone","Address1","city","state","Zip","CSZ","Email","entrydate","productid","lastresult","clq_id","cqd_id","dsp_id","src_id","sds_id","brn_id","PromoterName","SourceSubDescr","lr","dspdescr","NumDials","NumSuperseded","LastCallDescr","GSA","NetAmount","ApptDate","JobStatus","FullName","SDate","EDate","xsrc_id","xbrn_id","xSourceSubDescr","xPromoter","CurrentDateTime","UseColor","xGrade"
"Out-of-Area","Surname0026","Given0026","389454","(555)555-0026","126 Sample St","Palm Coast","FL","32164","Palm Coast, FL  32164","person0026@example.com","1/3/2026","","DNC","0","0","Data","Internet","","","Internet, Lead Gurus","Lead Gurus","DNC","Data-Data Only - No Appt","2","0","Asked DNC","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0027","Given0027","389576","(555)555-0027","127 Sample St","Daytona Beach","FL","32117","Daytona Beach, FL  32117","person0027@example.com","1/3/2026","","NA","0","0","Data","Internet","","","Internet, Lead Gurus","Lead Gurus","NA","Data-Data Only - No Appt","43","0","No Answer","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0028","Given0028","389742","(555)555-0028","128 Sample St","","nu","32456",", nu  32456","person0028@example.com","1/4/2026","","NA","0","0","Data","Internet","","","Internet, Lead Gurus","Lead Gurus","NA","Data-Data Only - No Appt","38","0","No Answer","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0029","Given0029","389719","(555)555-0029","","Keystone Heights","FL","32656","Keystone Heights, FL  32656","person0029@example.com","1/4/2026","","OS","0","0","Data","Internet","","","Internet, Lead Gurus","Lead Gurus","OS","Data-Data Only - No Appt","18","0","Can't Do Project","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0030","Given0030","389674","(555)555-0030","130 Sample St","Merritt Island","FL","32952","Merritt Island, FL  32952","person0030@example.com","1/4/2026","","AM","0","0","Data","Internet","","","Internet, Lead Gurus","Lead Gurus","AM","Data-Data Only - No Appt","49","0","Answering Machine","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0031","Given0031","389696","(555)555-0031","131 Sample St","Cape Canaveral","FL","32920","Cape Canaveral, FL  32920","person0031@example.com","1/4/2026","Win","OOA","0","0","Data","Internet","Nash","","Internet, Lead Gurus","Lead Gurus","OOA","Data-Data Only - No Appt","1","0","Out of Area","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0032","Given0032","389715","(555)555-0032","","","","",",","","1/4/2026","","NI","0","0","Data","Internet","","","Internet, Chat (REECE WEBSITE)","Chat (REECE WEBSITE)","NI","Data-Data Only - No Appt","4","0","No Interest Now","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0033","Given0033","389655","(555)555-0033","","","","",",","","1/4/2026","","DNC","0","0","Data","Internet","","","Internet, Chat (REECE WEBSITE)","Chat (REECE WEBSITE)","DNC","Data-Data Only - No Appt","4","0","Asked DNC","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0034","Given0034","389712","(555)555-0034","","","","",",","person0034@example.com","1/4/2026","","NI","0","0","Data","Internet","Nash","","Internet, Chat (REECE WEBSITE)","Chat (REECE WEBSITE)","NI","Data-Data Only - No Appt","1","0","No Interest Now","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0035","Given0035","389649","(555)555-0035","","Birmingham","AL","35232","Birmingham, AL  35232","person0035@example.com","1/4/2026","","OpInt","0","0","Data","Internet","","","Internet, Lead Gurus","Lead Gurus","OpInt","Data-Data Only - No Appt","3","0","Op Intercept","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0036","Given0036","389772","(555)555-0036","","","","",",","","1/5/2026","","DNC","0","0","Data","Magazine","Nash","","Magazine, Best Picks","Best Pick","DNC","Data-Data Only - No Appt","1","0","Asked DNC","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0037","Given0037","389798","(555)555-0037","","","","",",","","1/5/2026","","BD","0","0","Data","Internet","Nash","","Internet, Googgle PPC Windows","Google PPC Windows","BD","Data-Data Only - No Appt","1","0","Bad Data","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0038","Given0038","389841","(555)555-0038","","","","",",","","1/5/2026","","DNC","0","0","Data","Internet","Nash","","Internet, Googgle PPC Windows","Google PPC Windows","DNC","Data-Data Only - No Appt","1","0","Asked DNC","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0039","Given0039","389917","(555)555-0039","","","","",",","","1/5/2026","","OS","0","0","Data","Magazine","Nash","","Magazine, Resource Living","Resource Living","OS","Data-Data Only - No Appt","1","0","Can't Do Project","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0040","Given0040","389954","(555)555-0040","","","","",",","","1/5/2026","","BM","0","0","Data","Magazine","Nash","","Magazine, Five Star","5 Star","BM","Data-Data Only - No Appt","1","0","Below Minimum","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0041","Given0041","302974","(555)555-0041","141 Sample St","Pinellas Park","FL","33781","Pinellas Park, FL  33781","person0041@example.com","1/5/2026","","","0","0","Data","Internet","","","Internet, Chat (REECE WEBSITE)","Chat (REECE WEBSITE)","","Data-Data Only - No Appt","1","0","","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0042","Given0042","383165","(555)555-0042","","Milton","FL","32571","Milton, FL  32571","person0042@example.com","1/5/2026","","OpInt","0","0","Data","Internet","","","Internet, Lead Gurus","Lead Gurus","OpInt","Data-Data Only - No Appt","3","0","Op Intercept","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0043","Given0043","389995","(555)555-0043","143 Sample St","Melbourne","FL","32940","Melbourne, FL  32940","person0043@example.com","1/5/2026","","","0","0","Data","Affiliates","Nash","","Affiliate, LeadPilot","LeadPilot","","Data-Data Only - No Appt","0","0","","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Superseded","Surname0044","Given0044","389960","(555)555-0044","144 Sample St","Henrico","VA","23231","Henrico, VA  23231","person0044@example.com","1/5/2026","","AM","0","","Data","Internet","","","Internet, Lead Gurus","Lead Gurus","AM","Data-Data Only - No Appt","69","1","Answering Machine","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0045","Given0045","390038","(555)555-0045","","","","",",","person0045@example.com","1/5/2026","","","0","0","Data","Internet","","","Internet, Chat (REECE WEBSITE)","Chat (REECE WEBSITE)","","Data-Data Only - No Appt","0","0","","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0046","Given0046","389176","(555)555-0046","146 Sample St","Rockledge","FL","32955","Rockledge, FL  32955","person0046@example.com","1/5/2026","","","0","0","Data","","","","","","","Data-Data Only - No Appt","0","0","","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0047","Given0047","389990","(555)555-0047","147 Sample St","Winter Haven","FL","33884","Winter Haven, FL  33884","","1/5/2026","Roof","","4","","CXL","Affiliates","LAKE","","Affiliate, LeadPilot","LeadPilot","","CXL-Cancelled Appointment","0","0","","0.0000","0.0000","1/6/2026 10:00:00 AM","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0048","Given0048","389848","(555)555-0048","148 Sample St","Palm Beach Gardens","FL","","Palm Beach Gardens, FL","person0048@example.com","1/5/2026","","AM","0","0","Data","Internet","","","Internet, Lead Gurus","Lead Gurus","AM","Data-Data Only - No Appt","51","0","Answering Machine","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0049","Given0049","389848","(555)555-0049","149 Sample St","Palm Beach Gardens","FL","","Palm Beach Gardens, FL","person0049@example.com","1/5/2026","","AM","0","0","Data","Internet","","","Internet, Chat (REECE WEBSITE)","Chat (REECE WEBSITE)","AM","Data-Data Only - No Appt","51","0","Answering Machine","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0050","Given0050","389744","(555)555-0050","","","nu","",", nu","person0050@example.com","1/5/2026","","COMP","0","0","Data","Internet","","","Internet, Chat (REECE WEBSITE)","Chat (REECE WEBSITE)","COMP","Data-Data Only - No Appt","8","0","Bought Competition","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0051","Given0051","390087","(555)555-0051","","","nu","91303",", nu  91303","person0051@example.com","1/5/2026","","OpInt","0","0","Data","Website","","","Internet, Socius Marketing","Magazine","OpInt","Data-Data Only - No Appt","4","0","Op Intercept","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0052","Given0052","389898","(555)555-0052","152 Sample St","Dunnellon","FL","34433","Dunnellon, FL  34433","person0052@example.com","1/5/2026","Win","NA","0","0","Data","Internet","Nash","","Internet, Lead Gurus","Lead Gurus","NA","Data-Data Only - No Appt","46","0","No Answer","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0053","Given0053","390027","(555)555-0053","","","","",",","person0053@example.com","1/5/2026","","","1","26","Data","Internet","","","Internet, Chat (REECE WEBSITE)","Chat (REECE WEBSITE)","","Data-Data Only - No Appt","0","0","","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0054","Given0054","389964","(555)555-0054","","","","",",","person0054@example.com","1/5/2026","","AM","0","0","Data","Internet","","","Internet, Chat (REECE WEBSITE)","Chat (REECE WEBSITE)","AM","Data-Data Only - No Appt","14","0","Answering Machine","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0055","Given0055","377132","(555)555-0055","155 Sample St","Tampa","FL","33619","Tampa, FL  33619","person0055@example.com","1/5/2026","","AM","0","0","Data","Internet","","","Internet, Chat (REECE WEBSITE)","Chat (REECE WEBSITE)","AM","Data-Data Only - No Appt","41","0","Answering Machine","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0056","Given0056","389845","(555)555-0056","156 Sample St","Daytona Beach","FL","32118","Daytona Beach, FL  32118","person0056@example.com","1/5/2026","","OS","0","0","Data","Internet","","","Internet, Lead Gurus","Lead Gurus","OS","Data-Data Only - No Appt","1","0","Can't Do Project","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0057","Given0057","389874","(555)555-0057","157 Sample St","","nu","33941",", nu  33941","person0057@example.com","1/5/2026","","","0","0","Set","Canvass","","","Berben, Jason - FTM","Canvass","","Set-Appointment Date Set","0","0","","0.0000","0.0000","1/6/2026 6:00:00 PM","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0058","Given0058","390280","(555)555-0058","","","","",",","","1/6/2026","","NA","0","0","Data","Iheart","","","","Simpletext","NA","Data-Data Only - No Appt","48","0","No Answer","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0059","Given0059","390304","(555)555-0059","","","","",",","","1/6/2026","","DNC","0","0","Data","Internet","Nash","","Internet, Reecewindows.com","Reecewindows.com","DNC","Data-Data Only - No Appt","1","0","Asked DNC","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0060","Given0060","390957","(555)555-0060","","","","",",","","1/8/2026","","DNC","0","0","Data","Canvass Sticky","Nash","","Canvasser Tampa, New","Canvass Sticky","DNC","Data-Data Only - No Appt","1","0","Asked DNC","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0061","Given0061","383456","(555)555-0061","161 Sample St","Tarpon Springs","FL","34689","Tarpon Springs, FL  34689","person0061@example.com","1/19/2026","","NI","0","0","Data","CustRef","","","CustRef, GetTheReferral.Com","GetTheReferral.Com","NI","Data-Data Only - No Appt","12","0","No Interest Now","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0062","Given0062","393375","(555)555-0062","","","","",",","","1/20/2026","","AM","0","0","Data","Television","Nash","","TV, Fox - Tampa","Fox - Tampa","AM","Data-Data Only - No Appt","33","0","Answering Machine","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Out-of-Area","Surname0063","Given0063","395229","(555)555-0063","","","","",",","","1/27/2026","","BD","0","0","Data","Job Signs","Nash","",", Job Sign","Billboard","BD","Data-Data Only - No Appt","1","0","Bad Data","0.0000","0.0000","","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
"Killed","Surname0064","Given0064","243905","(555)555-0064","164 Sample St","Port Saint Lucie","FL","34953","Port Saint Lucie, FL  34953","person0064@example.com","1/1/2026","","AM","0","0","Set","Internet","BOCA","BOCA","Internet, Lead Gurus","Lead Gurus","AM","Set-Appointment Date Set","65","0","Answering Machine","0.0000","0.0000","1/3/2026 2:00:00 PM","","Dana Whitfield","1/1/2026","1/31/2026","ALL","ALL","ALL","ALL","8/7/2026 3:00:49 PM","True","ALL"
